age, workclass, fnlwgt, education, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country,Income,IncomeClass
20, Private,373935, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States,64839,Medium
64, Federal-gov,341695, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,96688,High
27, Private,119793, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, ?,49532,Medium
41, Private,178002, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,86372,High
40, Private,233130, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, El-Salvador,15014,Low
53, Local-gov,192982, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,38, United-States,100356,High
44, Private,33155, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States,69443,Medium
37, Private,187346, 5th-6th,3, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, Mexico,33021,Low
46, Private,78529, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States,115776,High
17, Private,101626, 9th,5, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, United-States,53198,Medium
35, Private,117567, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,67824,Medium
36, Local-gov,110791, Assoc-acdm,12, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,78963,Medium
49, State-gov,207120, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,83375,High
48, Private,43206, Prof-school,15, Divorced, Prof-specialty, Unmarried, White, Female,0,0,25, United-States,66605,Medium
26, Private,120238, Bachelors,13, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States,60853,Medium
26, Private,189219, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,8, United-States,46848,Medium
35, State-gov,190895, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,54357,Medium
29, Private,83517, 9th,5, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,56366,Medium
54, Private,35557, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, United-States,81936,High
36, Local-gov,59313, Some-college,10, Separated, Adm-clerical, Own-child, Black, Male,0,0,40, United-States,44453,Medium
25, Private,202033, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,49898,Medium
18, Local-gov,55658, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States,75357,Medium
21, Private,118186, Some-college,10, Never-married, Sales, Own-child, Black, Female,0,0,20, United-States,66556,Medium
22, Private,279901, HS-grad,9, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,40, United-States,46416,Medium
52, Private,110954, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, El-Salvador,85604,High
36, Self-emp-not-inc,90159, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States,75185,Medium
25, Private,122489, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,1726,60, United-States,69602,Medium
49, Self-emp-not-inc,43348, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,99999,0,70, United-States,130122,Very High
42, Private,34278, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,118774,High
37, Private,37778, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States,74546,Medium
39, Private,160623, Assoc-acdm,12, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,45981,Medium
32, Private,342458, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,60869,Medium
53, Private,64322, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,66749,Medium
30, Private,373914, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,40569,Medium
51, Private,205884, Some-college,10, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States,108861,High
62, Local-gov,208266, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States,54217,Medium
38, Private,222450, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico,22268,Low
23, Private,348420, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States,51913,Medium
39, Private,136081, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,2051,40, United-States,65870,Medium
37, Federal-gov,197284, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,64332,Medium
27, ?,204773, Assoc-acdm,12, Married-civ-spouse, ?, Wife, White, Female,0,0,40, United-States,66683,Medium
41, Private,206066, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,59769,Medium
47, Self-emp-not-inc,61885, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,111611,High
25, Private,299908, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, United-States,84322,High
35, Private,46028, Assoc-acdm,12, Divorced, Other-service, Unmarried, White, Female,0,0,50, United-States,76336,Medium
47, Private,239865, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,45, United-States,117891,High
30, Private,154587, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Puerto-Rico,79244,Medium
29, Private,244473, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,2051,40, United-States,78540,Medium
36, Private,32334, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, United-States,96431,High
42, Private,319588, Bachelors,13, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0,0,60, United-States,68211,Medium
51, Private,226735, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States,70671,Medium
34, Private,226443, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States,76772,Medium
44, Self-emp-inc,359259, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, Portugal,77237,Medium
27, Private,36851, Bachelors,13, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,41, United-States,65735,Medium
39, Private,393480, HS-grad,9, Separated, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States,65609,Medium
46, Private,33109, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,1741,40, United-States,58712,Medium
32, Self-emp-not-inc,188246, HS-grad,9, Divorced, Sales, Own-child, White, Male,0,1590,62, United-States,52608,Medium
31, Private,231569, Bachelors,13, Never-married, Sales, Not-in-family, Black, Female,0,0,50, United-States,76664,Medium
23, Private,353010, 11th,7, Never-married, Craft-repair, Unmarried, White, Male,0,0,35, United-States,68029,Medium
47, Private,102628, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,55, United-States,86249,High
66, Private,262285, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,99, United-States,52939,Medium
26, Private,160300, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,49175,Medium
52, Private,156953, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,89609,High
53, Self-emp-inc,136823, 11th,7, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States,75573,Medium
48, Self-emp-not-inc,160724, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Japan,55749,Medium
37, Self-emp-inc,86459, Assoc-acdm,12, Separated, Exec-managerial, Unmarried, White, Male,0,0,50, United-States,40337,Medium
17, Private,238628, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,5, United-States,79503,Medium
50, Private,339954, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,105454,High
28, ?,222005, HS-grad,9, Never-married, ?, Other-relative, White, Female,0,0,40, Mexico,50492,Medium
17, Federal-gov,99893, 11th,7, Never-married, Adm-clerical, Not-in-family, Black, Female,0,1602,40, United-States,45446,Medium
39, Private,214117, Some-college,10, Divorced, Craft-repair, Unmarried, Black, Male,0,0,40, United-States,60686,Medium
28, Federal-gov,298661, Bachelors,13, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, United-States,72619,Medium
38, Private,179488, Assoc-acdm,12, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,54869,Medium
53, Private,48343, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,40, United-States,113310,High
28, Local-gov,100270, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,72354,Medium
42, Private,227065, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,32, United-States,83417,High
40, Private,126701, 9th,5, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, United-States,56121,Medium
20, Private,209131, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,56436,Medium
32, State-gov,400132, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,110380,High
23, State-gov,278155, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,58392,Medium
25, Private,139012, Bachelors,13, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,2174,0,40, Vietnam,76332,Medium
41, Private,178431, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan,54032,Medium
42, Private,511068, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States,83039,High
18, Private,199039, 12th,8, Never-married, Sales, Own-child, White, Male,594,0,14, United-States,41033,Medium
29, Local-gov,190525, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1848,60, Germany,116223,High
36, Private,115700, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,60867,Medium
34, Private,167832, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,64132,Medium
34, Private,218164, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,44, United-States,46374,Medium
48, State-gov,171926, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States,132098,Very High
36, Self-emp-inc,242080, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, United-States,154610,Very High
67, Federal-gov,223257, HS-grad,9, Widowed, Other-service, Unmarried, White, Male,0,0,40, United-States,65420,Medium
53, Private,386773, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States,98912,High
53, Self-emp-not-inc,105478, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2415,40, United-States,108149,High
45, Private,140644, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States,150228,Very High
22, Private,205970, 10th,6, Separated, Other-service, Unmarried, White, Female,0,0,35, United-States,78429,Medium
25, Private,216583, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,43, United-States,69161,Medium
61, Private,162432, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,66063,Medium
31, Local-gov,83671, Some-college,10, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States,59618,Medium
47, Self-emp-inc,205100, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, Germany,79199,Medium
31, Private,195750, 1st-4th,2, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,36106,Low
17, Private,220562, 9th,5, Never-married, Sales, Other-relative, Other, Female,0,0,32, Mexico,62964,Medium
38, Self-emp-inc,312232, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,91433,High
23, Private,386337, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, ?,44176,Medium
42, Private,86185, Some-college,10, Widowed, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States,75666,Medium
78, Private,105586, 5th-6th,3, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,36, United-States,5922,Low
54, Private,103345, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,95889,High
26, Local-gov,150553, Bachelors,13, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,50, United-States,49272,Medium
30, Private,26009, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States,84207,High
46, Private,149388, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,90206,High
26, Private,151626, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,45, United-States,40098,Medium
30, Private,169583, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,35, United-States,56023,Medium
66, Local-gov,174486, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Black, Male,20051,0,35, Jamaica,129446,Very High
23, Private,160951, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Male,2597,0,40, United-States,72426,Medium
25, Private,213383, Some-college,10, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States,60046,Medium
32, Self-emp-inc,103078, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,48384,Medium
25, Local-gov,109526, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States,54964,Medium
51, Private,142835, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,60556,Medium
24, State-gov,43475, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,69275,Medium
22, Private,190916, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States,42945,Medium
28, Private,175987, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,47167,Medium
29, Local-gov,214385, 11th,7, Divorced, Other-service, Unmarried, Black, Female,0,0,20, United-States,58226,Medium
26, Private,192652, Bachelors,13, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,56297,Medium
41, Federal-gov,207685, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,111986,High
19, Private,143857, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,35, United-States,72650,Medium
39, Private,163392, HS-grad,9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,26, ?,64780,Medium
51, Private,310774, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,158529,Very High
29, ?,427965, HS-grad,9, Separated, ?, Unmarried, Black, Female,0,0,20, United-States,75283,Medium
27, Private,279608, 5th-6th,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Mexico,39191,Low
33, Private,312881, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States,88279,High
19, Private,175083, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,8, United-States,78954,Medium
67, ?,132057, HS-grad,9, Married-civ-spouse, ?, Husband, Black, Male,0,0,20, United-States,58890,Medium
41, Private,32878, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,114194,High
29, Federal-gov,360527, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,85172,High
28, Private,99478, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States,46620,Medium
25, Private,113035, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,50177,Medium
21, Federal-gov,99199, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,36, United-States,71170,Medium
24, Local-gov,452640, Some-college,10, Never-married, Tech-support, Not-in-family, White, Male,14344,0,50, United-States,87357,High
48, Private,236858, 11th,7, Divorced, Other-service, Not-in-family, White, Female,0,0,31, United-States,59898,Medium
46, Self-emp-inc,201865, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,126322,Very High
35, Private,268661, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,51456,Medium
35, Federal-gov,475324, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,85300,High
50, Private,117295, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,72442,Medium
22, Private,65704, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,40, ?,76557,Medium
45, Private,192835, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,63768,Medium
62, Local-gov,76720, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,41732,Medium
39, Local-gov,180686, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,45, United-States,92721,High
33, Local-gov,133876, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States,53200,Medium
22, Private,123727, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,30, United-States,63493,Medium
50, Private,129956, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States,84524,High
25, Private,96268, 11th,7, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,74390,Medium
44, Private,317320, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States,46319,Medium
26, Private,86872, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,85647,High
31, State-gov,100863, Masters,14, Divorced, Exec-managerial, Unmarried, White, Female,0,0,50, United-States,97457,High
56, Private,164332, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,15, United-States,56822,Medium
49, Self-emp-not-inc,122584, 7th-8th,4, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,8217,Low
49, Private,34377, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,106339,High
46, Private,162030, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,43, United-States,64178,Medium
33, Private,199170, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States,75454,Medium
25, Private,470203, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States,55394,Medium
40, Private,266803, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,82316,High
72, ?,188009, 7th-8th,4, Divorced, ?, Not-in-family, White, Male,0,0,30, United-States,7368,Low
32, State-gov,513416, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,10, United-States,72080,Medium
44, Private,98211, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States,41865,Medium
48, Private,196107, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States,43242,Medium
17, Private,108273, 10th,6, Never-married, Sales, Own-child, White, Female,0,0,12, United-States,69289,Medium
50, Private,213290, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1887,36, United-States,88487,High
61, Private,96660, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,15024,0,34, United-States,101585,High
22, Local-gov,412316, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States,59011,Medium
17, Private,120068, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,17, United-States,78859,Medium
49, Self-emp-inc,101722, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,151795,Very High
26, Private,120268, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States,44611,Medium
19, State-gov,144429, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,10, United-States,53360,Medium
17, Private,271122, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States,49949,Medium
38, Private,255621, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,63074,Medium
34, Local-gov,90934, Assoc-voc,11, Divorced, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States,65743,Medium
51, Private,162745, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,50, United-States,86028,High
48, Private,128460, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States,117867,High
63, Private,30813, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,98566,High
19, Private,164585, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States,55100,Medium
73, Private,148003, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,20051,0,36, United-States,103483,High
51, Private,215647, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,43, United-States,49723,Medium
38, Private,300975, Masters,14, Married-civ-spouse, Other-service, Husband, Black, Male,0,1485,40, ?,40224,Medium
54, Private,421561, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,85346,High
41, Private,149909, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1848,40, United-States,84399,High
65, ?,240857, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,2377,40, United-States,86882,High
36, Self-emp-not-inc,138940, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,4386,0,50, United-States,103584,High
42, Private,66755, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States,38408,Low
38, Private,103323, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, United-States,116615,High
20, ?,117222, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States,59337,Medium
37, State-gov,29145, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,107693,High
35, State-gov,184659, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1485,40, United-States,110499,High
51, Self-emp-not-inc,20795, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,68627,Medium
23, Private,311376, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,54715,Medium
27, State-gov,122660, Bachelors,13, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States,55750,Medium
19, ?,137578, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,16, United-States,52919,Medium
37, Private,193689, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,42, United-States,117899,High
29, Private,144556, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States,58579,Medium
33, Private,228696, 1st-4th,2, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,2603,32, Mexico,26383,Low
60, Private,184183, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,4650,0,40, United-States,52939,Medium
22, Private,243178, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States,45963,Medium
22, ?,236330, Some-college,10, Never-married, ?, Own-child, Black, Male,0,1721,20, United-States,55159,Medium
60, State-gov,190682, Assoc-voc,11, Widowed, Other-service, Not-in-family, Black, Female,0,0,37, United-States,53394,Medium
35, Private,233786, 11th,7, Separated, Other-service, Unmarried, White, Male,0,0,20, United-States,42929,Medium
45, Private,102202, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,60543,Medium
30, Private,95299, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam,81242,High
43, Self-emp-inc,240504, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States,93275,High
32, State-gov,169973, Masters,14, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States,56315,Medium
35, Private,144937, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States,74433,Medium
32, Private,211751, Assoc-voc,11, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States,66477,Medium
61, Private,84587, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States,85162,High
40, State-gov,150874, Masters,14, Divorced, Exec-managerial, Unmarried, White, Female,1506,0,40, United-States,52393,Medium
20, ?,187332, 10th,6, Never-married, ?, Not-in-family, White, Female,0,0,30, United-States,75969,Medium
42, Self-emp-inc,188615, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,100863,High
21, Private,119704, Some-college,10, Never-married, Sales, Unmarried, White, Female,0,0,35, United-States,50427,Medium
21, Private,275190, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,49643,Medium
26, Private,417941, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,41093,Medium
36, State-gov,196348, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,95020,High
24, Private,221955, Bachelors,13, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,40, United-States,51133,Medium
47, Private,173938, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,57, United-States,88123,High
51, Private,123429, Assoc-acdm,12, Divorced, Tech-support, Not-in-family, White, Male,0,0,30, United-States,44205,Medium
65, ?,143732, HS-grad,9, Widowed, ?, Not-in-family, Black, Female,0,0,40, United-States,42694,Medium
61, Private,203126, Bachelors,13, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,12, ?,71192,Medium
67, Private,174693, Some-college,10, Widowed, Sales, Not-in-family, White, Female,0,0,25, Nicaragua,72651,Medium
49, Private,357540, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,25, United-States,59883,Medium
63, ?,29859, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,1485,40, United-States,110003,High
58, Private,314092, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,48, United-States,106219,High
61, Private,280088, 7th-8th,4, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States,5813,Low
36, Private,257380, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,35, United-States,67683,Medium
19, Private,165306, Some-college,10, Never-married, Tech-support, Other-relative, Asian-Pac-Islander, Male,0,0,40, Vietnam,50495,Medium
29, Self-emp-not-inc,109001, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States,74483,Medium
43, Private,266439, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1887,40, United-States,117752,High
60, Self-emp-not-inc,153356, HS-grad,9, Divorced, Sales, Not-in-family, Black, Male,2597,0,55, United-States,40093,Medium
21, Private,32950, Some-college,10, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States,44470,Medium
22, Private,182163, HS-grad,9, Separated, Sales, Unmarried, White, Female,0,0,40, United-States,43509,Medium
33, Private,188246, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States,111482,High
36, Private,297335, Bachelors,13, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,50, China,47399,Medium
37, Private,108366, Bachelors,13, Never-married, Transport-moving, Not-in-family, White, Male,0,0,46, United-States,51606,Medium
